,company,in_trial,has_signed_up,company_top_500_product_count,company_top_500_request_count,total_substance_request_count_based_on_company_substances,total_substance_offers_count_based_on_company_substances,avg_requests_per_product,market_share_requests,market_request_to_offer_cr,Product Density Score,Requests Density Score,Match Count
987,Omkrown Pharmachem Pvt Ltd,No,No,8,0,109,25,0,0.0,0.22,0.0,0.0,0.0
988,Delta Engineering & Chemistry GmbH,No,No,3,2,107,19,1,0.02,0.18,0.0,0.0,0.0
989,QP Germany OHG,No,No,1,12,106,6,12,0.11,0.06,0.0,0.0,0.0
990,PT. Nasco,No,No,5,9,106,6,2,0.08,0.05,0.0,0.0,0.0
991,Khushi Dyechem,No,No,119,30,106,19,0,0.28,0.09,0.0,0.0,0.0
992,"LESOKHIMIK, OAO",No,No,3,13,106,6,4,0.12,0.06,0.0,0.0,0.0
993,Petrofer AG,No,No,57,20,106,6,0,0.19,0.05,0.0,0.0,0.0
994,Punjab Rosin & Chemicals Works,No,No,2,30,106,6,15,0.28,0.06,0.0,0.0,0.0
995,"Cosutin Industrial Co., Limited",No,No,4,19,103,7,5,0.18,0.07,0.0,0.0,0.0
996,RodaChem bv,No,No,1,0,98,19,0,0.0,0.19,0.0,0.0,0.0
997,Box Baltic Ltd,No,No,1,0,98,19,0,0.0,0.19,0.0,0.0,0.0
998,ChemStop Chemicals Co. Ltd.,No,No,6,5,98,8,1,0.05,0.08,0.0,0.0,0.0
999,Omya Vencac,No,No,1,4,97,16,4,0.04,0.16,0.0,0.0,0.0
1000,Hobum Oleochemicals GmbH,No,No,1,0,95,19,0,0.0,0.2,0.0,0.0,0.0
1001,Carbon Activated Europe,No,No,11,13,94,3,1,0.14,0.03,0.0,0.0,0.0
1002,Revival  SIA,No,No,4,0,94,3,0,0.0,0.03,0.0,0.0,0.0
1003,LSR Materials GmbH & Co KG,Yes,No,16,3,94,3,0,0.03,0.03,0.0,0.0,0.0
1004,Alumichem,No,No,6,10,94,14,2,0.11,0.15,0.0,0.0,0.0
1005,Kraeber & Co,No,No,42,53,91,21,1,0.58,0.16,0.0,0.0,0.0
1006,3-S Mühendislik Müşavirlik San ve Tic. A.Ş,No,No,32,10,91,21,0,0.11,0.18,0.0,0.0,0.0
1007,"SICHUAN HANWANG INORGANIC SALT CHEMICAL INDUSTRY CO.,LTD",No,No,2,0,90,8,0,0.0,0.09,0.0,0.0,0.0
1008,Baltic Composites and Fragrance,No,No,3,10,89,11,3,0.11,0.12,0.0,0.0,0.0
1009,Eurospektras,No,No,1,10,88,5,10,0.11,0.06,0.0,0.0,0.0
1010,LBI oil free GmbH,No,No,1,0,87,26,0,0.0,0.3,0.0,0.0,0.0
1011,Moser & ASSOCIATES,No,No,3,4,87,26,1,0.05,0.29,0.0,0.0,0.0
1012,Turope GmbH,No,No,1,0,87,24,0,0.0,0.28,0.0,0.0,0.0
1013,IntegraFerm e. U.,No,No,1,3,87,1,3,0.03,0.01,0.0,0.0,0.0
1014,BRIJESH CHEMICALS,No,No,3,13,85,20,4,0.15,0.23,0.0,0.0,0.0
1015,ZCROSS INTERNATIONAL,No,No,1,0,84,20,0,0.0,0.24,0.0,0.0,0.0
1016,Sang Froid Chemicals PVT. LTD,No,No,1,0,84,30,0,0.0,0.36,0.0,0.0,0.0
1017,jay overseas pvt ltd,No,No,1,0,84,30,0,0.0,0.36,0.0,0.0,0.0
1018,Westbrook Resources,No,No,5,2,84,51,0,0.02,0.59,0.0,0.0,0.0
1019,Klaris-Invest,No,No,1,0,84,30,0,0.0,0.36,0.0,0.0,0.0
1020,industrial protective paints ltd,No,No,1,0,84,22,0,0.0,0.26,0.0,0.0,0.0
1021,ACSCHEM Pte Ltd,No,No,1,7,83,4,7,0.08,0.05,0.0,0.0,0.0
1022,Akkim Kimya San. ve Tic. A.S.,No,No,5,14,82,13,3,0.17,0.16,0.0,0.0,0.0
1023,AXCENTIVE SARL,No,No,5,13,82,14,3,0.16,0.16,0.0,0.0,0.0
1024,Productos Albi,No,No,6,9,82,6,2,0.11,0.07,0.0,0.0,0.0
1025,flame care gmbh,No,No,2,0,82,34,0,0.0,0.41,0.0,0.0,0.0
1026,HEXPERIENCE TECHNOLOGIES S.R.L.,No,No,1,1,82,6,1,0.01,0.07,0.0,0.0,0.0
1027,RR & NP Business Development Lda,No,No,4,4,81,11,1,0.05,0.13,0.0,0.0,0.0
1028,UBE Europe GmbH (UBE Group),No,No,3,10,80,31,3,0.13,0.38,0.0,0.0,0.0
1029,Zavod Kronakril LLC,No,No,3,13,80,18,4,0.16,0.23,0.0,0.0,0.0
1030,"Shandong Sanyuan Biotechnology Co., Ltd",No,No,1,0,75,8,0,0.0,0.11,0.0,0.0,0.0
1031,SOLIMIX S.A,No,No,2,14,75,5,7,0.19,0.07,0.0,0.0,0.0
1032,AQUAHOLDING,No,No,1,0,75,5,0,0.0,0.07,0.0,0.0,0.0
1033,Carus Europe,No,No,6,10,75,10,2,0.13,0.13,0.0,0.0,0.0
1034,Chiyuen International Trading Limited,No,No,1,0,75,16,0,0.0,0.21,0.0,0.0,0.0
1035,Shanghai Rich Group Limited,No,No,1,0,75,18,0,0.0,0.24,0.0,0.0,0.0
1036,FE Trade,No,No,1,4,74,4,4,0.05,0.05,0.0,0.0,0.0
1037,Meghna Colour Chem,No,No,15,25,74,32,2,0.34,0.4,0.0,0.0,0.0
1038,ETS STEINER,No,No,1,0,73,21,0,0.0,0.29,0.0,0.0,0.0
1039,Green Italy Srl,No,No,1,4,73,3,4,0.05,0.04,0.0,0.0,0.0
1040,Medphen,No,No,7,7,73,21,1,0.1,0.28,0.0,0.0,0.0
1041,Nano Gold,No,No,5,13,73,21,3,0.18,0.27,0.0,0.0,0.0
1042,Cabro S.p.A.,No,No,17,4,73,21,0,0.05,0.25,0.0,0.0,0.0
1043,Galvachem Chemiehandelsges mbH,Yes,No,5,0,72,7,0,0.0,0.09,0.0,0.0,0.0
1044,Sova Chemicals Co,No,No,1,7,69,15,7,0.1,0.22,0.0,0.0,0.0
1045,Ekonapas UAB,No,No,1,0,69,15,0,0.0,0.22,0.0,0.0,0.0
1046,Jürgen Schoos Export Gmbh,No,No,1,6,69,5,6,0.09,0.07,0.0,0.0,0.0
1047,Wion Technology Sp. z o.o.,Yes,No,1,0,69,15,0,0.0,0.22,0.0,0.0,0.0
1048,Briti Scientific,No,No,51,4,68,20,0,0.06,0.17,0.0,0.0,0.0
1049,NeoGraf Solutions,No,No,10,3,68,9,0,0.04,0.13,0.0,0.0,0.0
1050,EPM Europe GmBH,No,No,1,0,68,9,0,0.0,0.13,0.0,0.0,0.0
1051,"LLC ""SPE ""PROMUGLEROD""",No,No,1,0,68,9,0,0.0,0.13,0.0,0.0,0.0
1052,MERYT Catalysts & Innovation,No,No,6,13,68,12,2,0.19,0.17,0.0,0.0,0.0
1053,PQ Corporation,No,No,30,6,68,12,0,0.09,0.18,0.0,0.0,0.0
1054,Aerofen Kimya San. Tic. A.Ş.,No,No,6,8,68,9,1,0.12,0.13,0.0,0.0,0.0
1055,ZAVALLIVSKYI GRAPHITE,No,No,1,0,68,9,0,0.0,0.13,0.0,0.0,0.0
1056,GP4,No,No,1,0,68,9,0,0.0,0.13,0.0,0.0,0.0
1057,Bluestone Metals and Chemicals,No,No,1,0,67,24,0,0.0,0.36,0.0,0.0,0.0
1058,Sparrowings International,No,No,342,43,67,21,0,0.64,0.05,0.0,0.0,0.0
1059,William Blythe Limited,No,No,5,0,67,24,0,0.0,0.34,0.0,0.0,0.0
1060,Unilex Colours & Chemicals Limited,No,No,11,3,67,21,0,0.04,0.31,0.0,0.0,0.0
1061,Weighting Agents Plant (KZU),No,No,3,4,66,13,1,0.06,0.2,0.0,0.0,0.0
1062,Bentonite World,No,No,1,0,66,13,0,0.0,0.2,0.0,0.0,0.0
1063,PT SCUDA,No,No,1,0,66,13,0,0.0,0.2,0.0,0.0,0.0
1064,PT INDONESIA BENTONITE,No,No,1,5,66,13,5,0.08,0.2,0.0,0.0,0.0
1065,ARMINAKIL BENTONIT MADEN,No,No,1,0,66,13,0,0.0,0.2,0.0,0.0,0.0
1066,Partsom Machimery Mining,No,No,1,0,66,13,0,0.0,0.2,0.0,0.0,0.0
1067,Laviosa Chimica Mineraria S.p.A.,No,No,28,12,66,13,0,0.18,0.19,0.0,0.0,0.0
1068,Associated Business Corporation,No,No,1,0,66,13,0,0.0,0.2,0.0,0.0,0.0
1069,Nostra Domum,No,No,1,0,64,18,0,0.0,0.28,0.0,0.0,0.0
1070,MADHAV SNOW WHITE INDUSTRIES,No,No,2,0,64,18,0,0.0,0.28,0.0,0.0,0.0
1071,ISK METAL KIMYA SAN TIC AS,No,No,1,0,64,7,0,0.0,0.11,0.0,0.0,0.0
1072,ISK Metal Kimya,No,No,1,0,64,7,0,0.0,0.11,0.0,0.0,0.0
1073,Valchim,No,No,1,0,60,9,0,0.0,0.15,0.0,0.0,0.0
1074,KEMCO,No,No,1,0,60,13,0,0.0,0.22,0.0,0.0,0.0
1075,"Hengshui Jiamu Chemical Co., Ltd",No,No,3,0,60,7,0,0.0,0.11,0.0,0.0,0.0
1076,TET INTERNATIONAL DIS TICARET VE KIMYA SANAYI A.S.,No,No,1,1,59,8,1,0.02,0.14,0.0,0.0,0.0
1077,Ankit Silicate,No,No,1,0,59,8,0,0.0,0.14,0.0,0.0,0.0
1078,ATUL RUBBER PROCESSORS PVT LTD,No,No,2,1,59,8,1,0.02,0.14,0.0,0.0,0.0
1079,Izolatii Conducte S.R.L.,No,No,1,6,57,9,6,0.11,0.16,0.0,0.0,0.0
1080,ONBİRON KİMYA SAN VE TİC A.Ş.,No,No,1,2,57,5,2,0.04,0.09,0.0,0.0,0.0
1081,Audia Plastics s.r.o.,No,No,1,1,57,3,1,0.02,0.05,0.0,0.0,0.0
1082,Tano Minerals,No,No,1,0,56,4,0,0.0,0.07,0.0,0.0,0.0
1083,PETROWHITE,No,No,6,17,56,8,3,0.3,0.14,0.0,0.0,0.0
1084,ELEMENT ENTERPRISES,No,No,2,4,56,4,2,0.07,0.07,0.0,0.0,0.0
1085,Amitek Infra Pvt. Ltd.,No,No,12,15,56,4,1,0.27,0.07,0.0,0.0,0.0
1086,L-OPTIMA ELEMENT TECH COMPANY,No,No,1,0,56,4,0,0.0,0.07,0.0,0.0,0.0
1087,SHREE GANESH ENTERPRISES,No,No,1,0,56,4,0,0.0,0.07,0.0,0.0,0.0
1088,Chemscout Speciality Chemicals LLP,No,No,1,0,55,31,0,0.0,0.56,0.0,0.0,0.0
1089,"HELIOS TBLUS, d.o.o.",Yes,No,263,69,54,6,0,1.28,0.11,0.0,0.0,0.0
1090,Test Supplier company,No,No,1,0,54,6,0,0.0,0.11,0.0,0.0,0.0
1091,Huzhou Haipu Chemical Industry Ltd,No,No,2,0,54,12,0,0.0,0.22,0.0,0.0,0.0
1092,MCC - Menssing Chemiehandel & Consultants GmbH,Yes,No,1,0,54,12,0,0.0,0.22,0.0,0.0,0.0
1093,CNP Polymer GmbH,No,No,1,3,53,22,3,0.06,0.42,0.0,0.0,0.0
1094,Hürkimsa Kimya San.Tic.A.Ş.,No,No,11,45,53,22,4,0.85,0.42,0.0,0.0,0.0
1095,Active Specialities,No,No,1,2,53,22,2,0.04,0.42,0.0,0.0,0.0
1096,TEKNA PLASMA EUROPE,Yes,No,3,0,52,40,0,0.0,0.74,0.0,0.0,0.0
1097,"T & T Chemical Co., Ltd",No,No,1,0,52,40,0,0.0,0.77,0.0,0.0,0.0
1098,Plastbud Sp. Zo.o,No,No,1,0,52,18,0,0.0,0.35,0.0,0.0,0.0
1099,Germes,No,No,1,0,52,40,0,0.0,0.77,0.0,0.0,0.0
1100,DERYPOL S.A.,No,No,19,28,51,12,1,0.55,0.2,0.0,0.0,0.0
1101,Alcochem Minerals BV,No,No,1,0,51,8,0,0.0,0.16,0.0,0.0,0.0
1102,etconstruct,No,No,1,0,50,1,0,0.0,0.02,0.0,0.0,0.0
1103,Raichem SpA,No,No,1,13,50,2,13,0.26,0.04,0.0,0.0,0.0
1104,TC-Bromine,No,No,1,0,48,8,0,0.0,0.17,0.0,0.0,0.0
1105,OSAR International,No,No,1,0,48,2,0,0.0,0.04,0.0,0.0,0.0
1106,"Anhui Xinyuan Technology Co.,LTD",No,No,1,0,46,8,0,0.0,0.17,0.0,0.0,0.0
1107,Viltis Sp. z o.o.,No,No,2,0,46,26,0,0.0,0.55,0.0,0.0,0.0
1108,"Yabow  CO., LIMITED",No,No,1,0,45,7,0,0.0,0.16,0.0,0.0,0.0
1109,ETM Group,No,No,1,0,43,4,0,0.0,0.09,0.0,0.0,0.0
1110,Shivanichemicals,No,No,1,0,42,5,0,0.0,0.12,0.0,0.0,0.0
1111,Düllberg Konzentra GmbH & Co. KG,No,No,15,17,42,5,1,0.4,0.09,0.0,0.0,0.0
1112,BADE KİMYEVİ MADDELER ARAŞTIRMA VE GELİŞTİRME TİC. VE SAN. A.Ş.,Yes,No,3,0,42,4,0,0.0,0.09,0.0,0.0,0.0
1113,"Guangxi Binyiwang Trading Co., Ltd.",No,No,1,0,42,13,0,0.0,0.31,0.0,0.0,0.0
1114,N S Mint Products Pvt Ltd,No,No,6,10,42,5,2,0.24,0.11,0.0,0.0,0.0
1115,JSC South Urals Magnesium Compounds plant,No,No,1,0,41,10,0,0.0,0.24,0.0,0.0,0.0
1116,JOhn Murphy (Castlerea) Ltd,No,No,1,3,41,14,3,0.07,0.34,0.0,0.0,0.0
1117,Natural healing center,No,No,2,0,40,5,0,0.0,0.13,0.0,0.0,0.0
1118,GEH Wasserchemie GmbH & Co. KG,No,No,1,5,40,5,5,0.13,0.13,0.0,0.0,0.0
1119,Gospodarstwo Pasieczne – Pasieka Jurajska sp. z o.o.,No,No,1,8,39,5,8,0.21,0.13,0.0,0.0,0.0
1120,Ronda GmbH,No,No,1,1,39,5,1,0.03,0.13,0.0,0.0,0.0
1121,"LUSOCOPLA, LDA",No,No,2,2,39,5,1,0.05,0.13,0.0,0.0,0.0
1122,"Jinan Huashihang Chemical Co., Ltd",No,No,3,0,39,4,0,0.0,0.1,0.0,0.0,0.0
1123,Synovelle,No,No,17,11,38,2,1,0.29,0.05,0.0,0.0,0.0
1124,PT TITIAN ABADI LESTARI,No,No,1,2,38,3,2,0.05,0.08,0.0,0.0,0.0
1125,Jiaan Biotech,No,No,1,0,38,4,0,0.0,0.11,0.0,0.0,0.0
1126,Elso Kimya,No,No,1,0,37,18,0,0.0,0.49,0.0,0.0,0.0
1127,PARTH INTERCHEM,No,No,2,0,37,18,0,0.0,0.49,0.0,0.0,0.0
1128,Polychem Handelsges.m.b.H.,No,No,2,0,37,18,0,0.0,0.47,0.0,0.0,0.0
1129,TOYO INK EUROPE SPECIALTY CHEMICALS,No,No,1,0,37,18,0,0.0,0.49,0.0,0.0,0.0
1130,"SHOUGUANG FUKANG PHARMACEUTICAL CO.,LTD",No,No,2,0,36,8,0,0.0,0.22,0.0,0.0,0.0
1131,"Sepiol, S.A.",Yes,No,6,3,35,6,1,0.09,0.17,0.0,0.0,0.0
1132,GEOHELLAS S.A,No,No,11,20,35,6,2,0.57,0.17,0.0,0.0,0.0
1133,FIS Chemicals Ltd,No,No,2,1,35,6,1,0.03,0.17,0.0,0.0,0.0
1134,ERSAĞ TIBBİ ve AROMATİK BİTKİLER SANAYİ VE TİCARET LİMİTED ŞİRKETİ,No,No,16,0,34,3,0,0.0,0.06,0.0,0.0,0.0
1135,VIO Chemicals,No,No,12,16,33,2,1,0.48,0.05,0.0,0.0,0.0
1136,Shakti Chemical Industries,No,No,2,4,33,4,2,0.12,0.12,0.0,0.0,0.0
1137,PT Cisadane Raya Chemicals,No,No,2,5,32,3,3,0.16,0.09,0.0,0.0,0.0
1138,RTS Business Service Handelsges.m.b.H.,No,No,2,1,32,11,1,0.03,0.34,0.0,0.0,0.0
1139,CP International Chemicals Ltd,No,No,6,25,32,11,4,0.78,0.31,0.0,0.0,0.0
1140,Nuvola İç ve Dış Ticaret,No,No,3,5,32,9,2,0.16,0.26,0.0,0.0,0.0
1141,MABAYCO ENDÜSTRİYEL ÜRÜNLER LTD. ŞTİ.,No,No,1,3,32,6,3,0.09,0.19,0.0,0.0,0.0
1142,M2I Life Sciences,No,No,8,4,32,6,1,0.13,0.15,0.0,0.0,0.0
1143,Best Ticaret Sanayi İthalat İhracat,No,No,4,10,32,9,3,0.31,0.27,0.0,0.0,0.0
1144,VALTECNO GmbH,No,No,1,0,32,11,0,0.0,0.34,0.0,0.0,0.0
1145,Emporos Electric,No,No,1,0,32,11,0,0.0,0.34,0.0,0.0,0.0
1146,LEFA TEMSILCILIK,No,No,2,2,32,6,1,0.06,0.18,0.0,0.0,0.0
1147,"CopperSMART, LLc",No,No,1,0,32,11,0,0.0,0.34,0.0,0.0,0.0
1148,Topcopper,Yes,No,1,1,32,11,1,0.03,0.34,0.0,0.0,0.0
1149,Reco-E GmbH,No,No,4,7,32,11,2,0.22,0.34,0.0,0.0,0.0
1150,Alantum Europe GmbH,No,No,6,16,32,11,3,0.5,0.33,0.0,0.0,0.0
1151,Shandong Minji New Material Technology Co. LTd,No,No,1,0,31,5,0,0.0,0.16,0.0,0.0,0.0
1152,Solvay France SA,Yes,No,1,0,31,5,0,0.0,0.16,0.0,0.0,0.0
1153,"Hebei Yime New Material Technology Co., Ltd.",No,No,1,0,31,14,0,0.0,0.45,0.0,0.0,0.0
1154,EURIKAS BV,No,No,1,5,30,14,5,0.17,0.47,0.0,0.0,0.0
1155,Grillo-Werke AG,No,No,2,0,30,4,0,0.0,0.13,0.0,0.0,0.0
1156,KYKLOS GROUP IKE,No,No,3,1,30,6,0,0.03,0.2,0.0,0.0,0.0
1157,Nishant Organics Pvt. Ltd.,No,No,2,7,30,8,4,0.23,0.26,0.0,0.0,0.0
1158,Sai Fine Chemicals,No,No,3,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1159,Saint Nicholas,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1160,S.A.I.R.A.S.CORPORATION,No,No,2,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1161,SaisamarthInternational,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1162,Salicylates and Chemicals Pvt. Ltd.,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1163,Avyuktchem LLP,No,No,2,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1164,metalsolutons,No,No,2,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1165,"METALOR TECHNOLOGIES (IBÉRICA),  S.A.",No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1166,Metalimex a.s.,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1167,Metakern Latvia SIA,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1168,Sanodyna Vietnam Co. Ltd,No,No,2,4,0,0,2,-1.0,0.0,0.0,0.0,0.0
1169,Norse Biotech AS,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1170,Sarex Overseas Div. of Saraf Chemicals Pvt. Ltd.,No,No,21,6,0,0,0,-1.0,0.0,0.0,0.0,0.0
1171,ChemEngg Research Pvt. Ltd.,No,No,4,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1172,SAVING Srls LTD,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1173,SAWEX S.A,No,No,5,2,0,0,0,-1.0,0.0,0.0,0.0,0.0
1174,Meiji Rus Ltd,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1175,ChemicalHero,No,No,4,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1176,Belami Fine Chemicals Pvt. Ltd.,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1177,McElwaine Technical Services,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1178,NOTIONAL SPECIALITIES PRODUCTS CO.,No,No,4,3,0,0,1,-1.0,0.0,0.0,0.0,0.0
1179,Mayantu,No,No,3,5,0,0,2,-1.0,0.0,0.0,0.0,0.0
1180,Chemical Plant of Fluoride Salts,No,No,3,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1181,Matrix Life Science Private Limited,No,No,10,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1182,Matrix Fine Chemicals GmbH,No,No,514,14,0,0,0,-1.0,0.0,0.0,0.0,0.0
1183,SERDAROGLU GRUBU A.Ş.,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1184,Masader Bio,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1185,Marbe Pharma SL,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1186,Shaanxi Porvoo Biotech Ltd,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1187,"Shaanxi Youbio Technology Co.,Ltd.",No,No,2,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1188,"Shaanxi Youbio Technology Co.,Ltd.",No,No,2,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1189,SHAKTI CHEMICALS,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1190,"Shandong Bluesun Chemicals Co.,Ltd",No,No,2,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1191,Mansi Chemicals,No,No,21,11,0,0,1,-1.0,0.0,0.0,0.0,0.0
1192,MANAS AGROTECH,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1193,MAKRO CHEMICAL END. KIM. SAN. VE TIC.A.S.,No,No,1,5,0,0,5,-1.0,0.0,0.0,0.0,0.0
1194,Maisuriya Pharma Solutions,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1195,Calibre Chemicals Pvt Ltd.,No,No,1,1,0,0,1,-1.0,0.0,0.0,0.0,0.0
1196,"CHEMLYTE SOLUTIONS CO., LTD",No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1197,SHEMSA NATURALS TARIM ÜRÜNLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,No,No,4,1,0,0,0,-1.0,0.0,0.0,0.0,0.0
1198,Atanasov 67&Son ltd,No,No,1,1,0,0,1,-1.0,0.0,0.0,0.0,0.0
1199,shiuma process equipments pvt ltd,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1200,SHREE GAYATRI CHEMICALS,No,No,3,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1201,LYCOS CHEMTECH,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1202,LUBREXCEL SALES & DISTRIBUTION SRL,No,No,3,1,0,0,0,-1.0,0.0,0.0,0.0,0.0
1203,LM24 srl,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1204,Chemplasa Technology Sdn. Bhd.,No,No,5,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1205,Silvaco A/S,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1206,Nutrimix hayvan yemcilik ticaret anonim şirketi,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1207,Simon Pars,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1208,Simson Pharma Limited,No,No,2,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1209,Sincerus LLC,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1210,Life Chemicals Europe Gmbh,No,No,501,15,0,0,0,-1.0,0.0,0.0,0.0,0.0
1211,Chemzzo Dyestuffs,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1212,LEVACO,No,No,1,5,0,0,5,-1.0,0.0,0.0,0.0,0.0
1213,ChiraSol GmbH,No,No,43,7,0,0,0,-1.0,0.0,0.0,0.0,0.0
1214,Olainfarm JSC,No,No,30,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1215,Lavandan,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1216,Aston Chemicals Ltd,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1217,ÇİFTÇİLER YAĞ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1218,LAPASSE ADDITIVES CHEMICALS,No,No,1,2,0,0,2,-1.0,0.0,0.0,0.0,0.0
1219,SKOVA PHARMACHEMS,No,No,7,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1220,lannexeo,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1221,Sky Global,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1222,"Laizhou caizhiyuan pigment technology co., ltd",No,No,2,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1223,OPF,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1224,PROLIFE BIO-CHEMICAL INDUSTRIES,No,No,43,12,0,0,0,-1.0,0.0,0.0,0.0,0.0
1225,S.Nihar Exports,No,No,2,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1226,snolecule,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1227,COIM SPA,No,No,1,2,0,0,2,-1.0,0.0,0.0,0.0,0.0
1228,Krystal Tech,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1229,Asfara Trading,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1230,KROMOZOME,Yes,No,2,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1231,Colux GmbH,No,No,8,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1232,Cooperative France Lavande,No,No,2,2,0,0,1,-1.0,0.0,0.0,0.0,0.0
1233,Corelife Medical,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1234,Aryan Chemicals Private Limited,No,No,26,16,0,0,1,-1.0,0.0,0.0,0.0,0.0
1235,Aromaturk,No,No,2,1,0,0,1,-1.0,0.0,0.0,0.0,0.0
1236,Buldan Madencilik Dis Ticaret Ltd,No,No,2,2,0,0,1,-1.0,0.0,0.0,0.0,0.0
1237,B.T.G. - SOL GROUP,No,No,5,4,0,0,1,-1.0,0.0,0.0,0.0,0.0
1238,BRMMARKETING BRMESSENTIALOILS,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1239,SPECIFIC POLYMERS,No,No,345,18,0,0,0,-1.0,0.0,0.0,0.0,0.0
1240,Kolon Industries,No,No,3,2,0,0,1,-1.0,0.0,0.0,0.0,0.0
1241,"Speranza Chemical Co., Ltd",No,No,2,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1242,Cortex Chemicals sp. z o.o.,No,No,1,1,0,0,1,-1.0,0.0,0.0,0.0,0.0
1243,Corvay Specialty Chemicals GmbH,No,No,3,1,0,0,0,-1.0,0.0,0.0,0.0,0.0
1244,Cosmetica Bolognese,No,No,4,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1245,ARLES,Yes,No,1,1,0,0,1,-1.0,0.0,0.0,0.0,0.0
1246,"STANEK CO.,LTD.",No,No,2,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1247,Creative Biogene,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1248,Prochimica Novarese SPA,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1249,Kemai chemical (Europe) GmbH,No,No,1,0,0,0,0,-1.0,0.0,0.0,0.0,0.0
1250,KazUniverseGroup LLP,No,No,2,1,0,0,1,-1.0,0.0,0.0,0.0,0.0
1251,Kayalar Kimya San. ve Tic. A.Ş,No,No,2,1,0,0,1,-1.0,0.0,0.0,0.0,0.0
