#,product_name,company_name,substance_name,cas_number,company_id
10360,DOMOPOL 6046 100%,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10361,DOMOPOL 6067 80 BAc,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10362,DOMOPOL 6068 60 X,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10363,DOMOPOL 6115,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10364,DOMOPOL 6181 75 X,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10365,Domopol 7046 100%,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10366,DOMOPOL 8037 35 Wa/DMP,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10367,DOMOPOL 8101 65 SAB/BG ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10368,DOMOPOL 8260 65 BG,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10369,DOMOPOL 9010 40 SAB/DBE ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10370,DOMOPOL 9020 40 SA/DBE,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10371,DOMOPOL 9030 35%,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10372,DOMOPOL 9040 40%,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10373,DOMOPOL 9050 40 SA,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10374,DOMOPOL 9070 40 SAB/MPA ND,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10375,DOMOPOL 9090 40 SA/MPA,"HELIOS TBLUS, d.o.o.",Ethylene glycol-neopentyl glycol-trimethylolpropane-adipic acid-isophthalic acid-terephthalic acid copolymer,90144-49-3,10332
10376,DOMOPUR 0133 36 Wa,"HELIOS TBLUS, d.o.o.",Polyurethane Resin,67700-43-0,10332
10377,DOMOPUR 0211 36 Wa,"HELIOS TBLUS, d.o.o.",Polyurethane Resin,67700-43-0,10332
10378,DOMOPUR 0231 40 Wa,"HELIOS TBLUS, d.o.o.",Polyurethane Resin,67700-43-0,10332
10379,DOMOPUR 0431 37 Wa/DMM,"HELIOS TBLUS, d.o.o.",,,10332
10380,Donepezil,Chemical Point Italia s.r.l,Donepezil,120014-06-4,55523
10381,Donepezil hydrochloride,Chemical Point Italia s.r.l,"(2S)-2-[(1-benzylpiperidin-4-yl)methyl]-5,6-dimethoxy-2,3-dihydro-1H-inden-1-one hydrochloride",120011-70-3,55523
10382,DOP OIL,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,Dioctylphthalate (DOP),117-81-7,19413
10383,Doramectin,Chemical Point Italia s.r.l,Doramectin,117704-25-3,55523
10384,Doripenem Anhydrous,Chemical Point Italia s.r.l,Doripenem,148016-81-3,55523
10385,Doripenem hydrate,Chemical Point Italia s.r.l,"(4R,5S,6S)-6-[(1R)-1-HYDROXYETHYL]-4-METHYL-7-OXO-3-({(3S,5S)-5-[(SULFAMOYLAMINO)METHYL]PYRROLIDIN-3-YL}SULFANYL)-1-AZABICYCLO[3.2.0]HEPT-2-ENE-2-CARBOXYLIC ACID MONOHYDRATE (1:1)",364622-82-2,55523
10386,D-Ornithine monohydrochloride,Chemical Point Italia s.r.l,D-Ornithine monohydrochloride,16682-12-5,55523
10387,D-Ornithine monohydrochloride,"Zhejiang ZETian Fine Chemicals Co.,Ltd",D-Ornithine monohydrochloride,16682-12-5,17191
10388,D.O.T.P,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,Bis(2-ethylhexyl) Terephthalate,6422-86-2,19413
10389,DOTP (Dioctylterephthalate),Jebsen & Jessen Chemicals GmbH,"Bis[C5-(linear and branched)-alkyl] benzene-1,4-dicarboxylate",2097734-13-7,60045
10390,Doxorubicin hydrochloride,Cenik Chemicals,Doxorubicin HCl,25316-40-9,26063
10391,Doxorubicin hydrochloride,Chemical Point Italia s.r.l,Doxorubicin HCl,25316-40-9,55523
10392,Doxorubicin impurity,Chemical Point Italia s.r.l,Adriamycin,23214-92-8,55523
10393,Doxorubicinone,Chemical Point Italia s.r.l,"(8S,10S)-6,8,10,11-Tetrahydroxy-8-(hydroxyacetyl)-1-methoxy- 7,8,9,10-tetrahydrotetracen-5,12-dion",24385-10-2,55523
10394,Doxycycline hyclate,Chemical Point Italia s.r.l,"(2E,4S,4aR,5S,5aR,6R,12aS)-2-[amino(hydroxy)methylene]-4-(dimethylamino)-5,10,11,12a-tetrahydroxy-6-methyl-4a,5,5a,6-tetrahydro-4H-tetracene-1,3,12-trione; ethanol; hydrate; dihydrochloride",24390-14-5,55523
10395,Doxycycline monohydrate,Chemical Point Italia s.r.l,"(2Z,4S,4aR,5S,5aR,6R,12aS)-2-[amino(hydroxy)methylidene]-4-(dimethylamino)-5,10,11,12a-tetrahydroxy-6-methyl-4a,5,5a,6-tetrahydro-4H-tetracene-1,3,12-trione hydrate",17086-28-1,55523
10396,Doxycyline,Cenik Chemicals,"(2Z,4S,4aR,5S,5aR,6R,12aS)-2-[amino(hydroxy)methylidene]-4-(dimethylamino)-5,10,11,12a-tetrahydroxy-6-methyl-4a,5,5a,6-tetrahydro-4H-tetracene-1,3,12-trione hydrate",17086-28-1,26063
10397,D-Panthenol,Cenik Chemicals,Polyethylene Glycol (PEG),25322-68-3,26063
10398,D-Panthenol 75%,SIA Tempokem,Dexpanthenol,81-13-0,35810
10399,D-Panthenol 99%,Cellco Chemicals S.A.,Dexpanthenol,81-13-0,33449
10400,D-Pantolactone,Cenik Chemicals,D-Pantolactone,599-04-2,26063
10401,DPG 80 GE F140,widmann solutions GmbH,,,11682
10402,DPGDA,Anstar Ltd,"Oxybis(methyl-2,1-ethanediyl) Diacrylate",57472-68-1,17081
10403,D(+)-Phenylalaninol,Cenik Chemicals,(R)-2-amino-3-phenylpropanol,5267-64-1,26063
10404,D-Pinitol,Chemical Point Italia s.r.l,D-Pinitol,10284-63-6,55523
10405,D-(+)-Pipecolinic acid,Chemical Point Italia s.r.l,(R)-piperidine-2-carboxylic acid,1723-00-8,55523
10406,D-Plenylglycinol,Cenik Chemicals,(R)-β-aminophenethyl alcohol,56613-80-0,26063
10407,D-Proline,Cenik Chemicals,D-Proline,344-25-2,26063
10408,D-Proline,Chemical Point Italia s.r.l,D-Proline,344-25-2,55523
10409,D-Propargylglycine,"Zhejiang ZETian Fine Chemicals Co.,Ltd",D-Propargylglycine,87205-47-8,17191
10410,D-(+)-Raffinose pentahydrate,Chemical Point Italia s.r.l,D-Raffinose Pentahydrate,17629-30-0,55523
10411,D-Ribose,Cenik Chemicals,D-(-)-Ribose,50-69-1,26063
10412,DRONEDARONE HYDROCHLORIDE,Cenik Chemicals,Dronedarone Hydrochloride,141625-93-6,26063
10413,DRONEDARONE HYDROCHLORIDE,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Dronedarone Hydrochloride,141625-93-6,17191
10414,Droxidopa,Cenik Chemicals,"(2S,3R)-2-Amino-3-(3,4-dihydroxyphenyl)-3-hydroxypropanoic acid",23651-95-8,26063
10415,D-Salicin,Cenik Chemicals,D(-)-Salicin,138-52-3,26063
10416,D-(-)-Salicin,Chemical Point Italia s.r.l,D(-)-Salicin,138-52-3,55523
10417,D-Serine,Chemical Point Italia s.r.l,D-Serine,312-84-5,55523
10418,D-Serine,"Zhejiang ZETian Fine Chemicals Co.,Ltd",D-Serine,312-84-5,17191
10419,D-Talose,Chemical Point Italia s.r.l,D-Talose,2595-98-4,55523
10420,D (-) Tartaric acid,Cenik Chemicals,D-(-)-Tartaric Acid,147-71-7,26063
10421,D-Tartaric acid,Chemical Point Italia s.r.l,D-(-)-Tartaric Acid,147-71-7,55523
10422,D-Tartaric Acid,Cenik Chemicals,D-(-)-Tartaric Acid,147-71-7,26063
10423,D (-) TARTARIC ACID -SYNTHETIC,Cenik Chemicals,D-(-)-Tartaric Acid,147-71-7,26063
10424,D-tert-Leucine,Chemical Point Italia s.r.l,"(2R)-2-amino-3,3-dimethylbutanoic acid",26782-71-8,55523
10425,D-tetramethrin 95% TC,Cenik Chemicals,"(1,3,4,5,6,7-hexahydro-1,3-dioxo-2H-isoindol-2-yl)methyl (1R-trans)-2,2-dimethyl-3-(2-methylprop-1-enyl)cyclopropanecarboxylate",1166-46-7,26063
10426,D-Threitol,Chemical Point Italia s.r.l,"1,2,3,4-Butanetetrol",2418-52-2,55523
10427,DTMP,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,Thymidine 5'-Monophosphate Disodium Salt (Dtmp),33430-62-5,19413
10428,DTPA acid (industrial grade),S. Goldmann GmbH & Co. KG,N-carboxymethyliminobis(ethylenenitrilo)tetra(acetic Acid),67-43-6,61702
10429,"DTPA, diethylene triamine pentaacetic acid or Pentetic Acid",Cenik Chemicals,N-carboxymethyliminobis(ethylenenitrilo)tetra(acetic Acid),67-43-6,26063
10430,DTPA Iron Diammonium Solution,S. Goldmann GmbH & Co. KG,"Diammonium [N,N-Bis[2-[bis(carboxymethyl)amino]ethyl]glycinato(5-)]ferrate(2-)",85959-68-8,61702
10431,"DTPA.Na5, Pentasodium Diethylenetriaminepentaacetic Acid Liquid",Cenik Chemicals,Pentasodium (Carboxylatomethyl)iminobis(ethylenenitrilo)tetraacetate,140-01-2,26063
10432,DTPA-Na5 Solution 40 %,S. Goldmann GmbH & Co. KG,Pentasodium (Carboxylatomethyl)iminobis(ethylenenitrilo)tetraacetate,140-01-2,61702
10433,D-trans-Allethrin,Chemical Point Italia s.r.l,D-Trans-Allethrin,28057-48-9,55523
10434,D-Tryptophan,Chemical Point Italia s.r.l,D(+)-Tryptophan,153-94-6,55523
10435,D(+)-Tryptophan,Cenik Chemicals,D(+)-Tryptophan,153-94-6,26063
10436,D(+)-Tryptophan,"Zhejiang ZETian Fine Chemicals Co.,Ltd",D(+)-Tryptophan,153-94-6,17191
10437,D-tyrosine methyl ester hydrochloride,"Zhejiang ZETian Fine Chemicals Co.,Ltd",D-Tyrosine Methyl Ester Hydrochloride,3728-20-9,17191
10438,Duloxetine hydrochloride,Chemical Point Italia s.r.l,Duloxetine Hydrochloride,136434-34-9,55523
10439,Duloxetine hydrochloride,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Duloxetine Hydrochloride,136434-34-9,17191
10440,"Durene-alpha 1,alpha 2-dithiol",Chemical Point Italia s.r.l,"1,2,4,5-tetramethylbenzene-α,α'-dithiol",10230-61-2,55523
10441,Dursban,Chemical Point Italia s.r.l,Chlorpyrifos,2921-88-2,55523
10442,Dutasteride,Chemical Point Italia s.r.l,"(5α,17β)-N-[2,5-Bis(trifluoromethyl)phenyl]-3-oxo-4-aza-androst-1-ene-17-carboxamide",164656-23-9,55523
10443,D-Xylose,Cenik Chemicals,D-Xylose,58-86-6,26063
10444,"D-Xylose, Food Grade, with 0,8 % SiO2",SLI Chemicals GmbH,D-Xylose,58-86-6,61480
10445,Dydrogesterone,Chemical Point Italia s.r.l,Dydrogesterone,152-62-5,55523
10446,DYNOL™ 810,Evonik,,,6037
10447,DYNOL™ 960,Evonik,,,6037
10448,DYNOL™ 980,Evonik,,,6037
10449,Dysprosium-DPM,Chemical Point Italia s.r.l,"Tris(2,2,6,6-tetramethylheptane-3,5-dionato-O,O')dysprosium",15522-69-7,55523
10450,Dysprosium(III) oxide 99.9%,Chemical Point Italia s.r.l,Dysprosium Oxide,1308-87-8,55523
10451,Dysprosium(III) trifluoromethanesulfonate,Chemical Point Italia s.r.l,Dysprosium(iii) Trifluoromethanesulfonate,139177-62-1,55523
10452,D-α-Tocopherol,Cenik Chemicals,Vitamin E,59-02-9,26063
10453,E03-TMPTA,Anstar Ltd,"Propylidynetrimethanol, ethoxylated, Esters with Acrylic Acid",28961-43-5,17081
10454,"(E)-1,4-Dibromobut-2-ene","Zhejiang ZETian Fine Chemicals Co.,Ltd","(E)-1,4-dibromobut-2-ene",821-06-7,17191
10455,(E)-1-Ethoxyethene-2-ylboronic acid pinacol ester,Cenik Chemicals,Trans-2-Ethoxyethenyl-1-Boronic Acid Pinacol Ester,1201905-61-4,26063
10456,(E)-1-phenylprop-1-en-2-yl acetate,Cenik Chemicals,(E)-1-Phenylprop-1-En-2-Yl Acetate,19980-44-0,26063
10457,(E)-2-Bromo-2-butene,Chemical Point Italia s.r.l,(E)-2-Bromo-2-butene,3017-71-8,55523
10458,"(E)-3-[3'-(4""-Fluorophenyl)-1'-(1""-methylethyl)-1H-indol-2""-yl]-2-propnal","Zhejiang ZETian Fine Chemicals Co.,Ltd","(E)-3-[3'-(4""-Fluorophenyl)-1'-(1""-Methylethyl)-1H-Indol-2""-Yl]-2-Propnal",93957-50-7,17191
10459,"E3,Z8,Z11-Tetradecatriene acetate",Cenik Chemicals,"(E,Z,Z)-3,8,11-Tetradecatrien-1-yl acetate",163041-94-9,26063
10460,(E)-5-benzyl-7-(hydroxyimino)-5-azaspiro[2.4]heptan-4-one,"Zhejiang ZETian Fine Chemicals Co.,Ltd",(E)-5-Benzyl-7-(hydroxyimino)-5-azaspiro[2.4]heptan-4-one,129306-06-5,17191
10461,E 80 GE F200,widmann solutions GmbH,,,11682
10462,(E)-8-Methyl-6-nonenoic acid,Cenik Chemicals,,,26063
10463,Ecdysone,Chemical Point Italia s.r.l,"(2β,3β,5β,22R)-2,3,14,22,25-pentahydroxycholest-7-en-6-one",3604-87-3,55523
10464,ECH (EPICHLORHYDRINE),Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,Epichlorohydrine,106-89-8,19413
10465,Econazole,Chemical Point Italia s.r.l,Econazole,27220-47-9,55523
10466,Econazole nitrate,Chemical Point Italia s.r.l,Econazole Nitrate,24169-02-6,55523
10467,Ectoine,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Ectoine,96702-03-3,17191
10468,EDDHA-FE 6%,Cenik Chemicals,,,26063
10469,"EDDHA-FeNa, 6% Fe, 3.0% o,o",S. Goldmann GmbH & Co. KG,EDDHA-FeNa,84539-55-9,61702
10470,"EDDHA-FeNa, 6% Fe, 4,8% o,o",S. Goldmann GmbH & Co. KG,EDDHA-FeNa,84539-55-9,61702
10471,"EDDHA Fe-Na Ethylenediamine-N,N'-bis(2-hydroxyphen",Chemical Point Italia s.r.l,Sodium Iron(Iii) Eddha,16455-61-1,55523
10472,Edetic Acid,Cenik Chemicals,Edetic Acid,60-00-4,26063
10473,Edifenphos,Chemical Point Italia s.r.l,Edifenphos,17109-49-8,55523
10474,Edoxaban,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Edoxaban,480449-70-5,17191
10475,EDTA,Cenik Chemicals,EDTA Tetrasodium Salt,64-02-8,26063
10476,EDTA,Mikro Teknik Kimyevi Maddeler Lab. Malz. Cihazları San. ve Tic. Ltd Sti.,2-[2-[Bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetic Acid,6381-92-6,19413
10477,EDTA-acid - Fine-Chemical-Grade,S. Goldmann GmbH & Co. KG,Edetic Acid,60-00-4,61702
10478,EDTA-acid - Industrial-Grade,S. Goldmann GmbH & Co. KG,Edetic Acid,60-00-4,61702
10479,E.D.T.A. Anhydrous,"ZÜLFİKARLAR HOLDİNG, AKÇA KİMYA",2-[2-[Bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetic Acid,6381-92-6,22588
10480,EDTA Calcium Disodium Salt Dihydrate,Chemical Point Italia s.r.l,Ethylenediaminetetraacetic Acid Calcium Disodium Salt Hydrate,23411-34-9,55523
10481,EDTA CaNa2,Cenik Chemicals,,,26063
10482,EDTA Cobalt Dipotassium Salt Solution,S. Goldmann GmbH & Co. KG,"Cobalt (2+) dipotassium 2,2’,2’‘,2‘‘‘-(ethane-1,2-dinitrilo)tetraacetate",14025-10-6,61702
10483,EDTA Cobalt Disodium Salt,S. Goldmann GmbH & Co. KG,Cobalt Disodium Ethylenediaminetetraacetate,15137-09-4,61702
10484,EDTA Cobalt Disodium Salt - 13 % Co,S. Goldmann GmbH & Co. KG,Cobalt Disodium Ethylenediaminetetraacetate,15137-09-4,61702
10485,EDTA Cobalt Salt 13 %,S. Goldmann GmbH & Co. KG,"Cobaltate(2-), [(ethylenedinitrilo)tetraacetato]-, dihydrogen",24704-41-4,61702
10486,EDTA Cobalt Salt 13 %,S. Goldmann GmbH & Co. KG,Cobalt Diammonium EDTA,94233-08-6,61702
10487,EDTA Cobalt Salt 13 %,S. Goldmann GmbH & Co. KG,Cobalt Disodium Ethylenediaminetetraacetate,15137-09-4,61702
10488,EDTA diammonium salt hydrate,Chemical Point Italia s.r.l,Diammonium EDTA,20824-56-0,55523
10489,E.D.T.A. Dihydrate,"ZÜLFİKARLAR HOLDİNG, AKÇA KİMYA",2-[2-[Bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetic Acid,6381-92-6,22588
10490,EDTA dipotassium magnesium salt monohydrate,Chemical Point Italia s.r.l,Edta Dipotassium Magnesium Salt Dihydrate,15708-48-2,55523
10491,EDTA Dipotassium Salt dihydrate,Cenik Chemicals,Dipotassium Dihydrogen Ethylenediaminetetraacetate Dihydrate,25102-12-9,26063
10492,EDTA Disodium Calcium Dihydrate,Cenik Chemicals,Ethylenediaminetetraacetic Acid Calcium Disodium Salt Hydrate,23411-34-9,26063
10493,EDTA Disodium Salt,Cenik Chemicals,2-[2-[Bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetic Acid,6381-92-6,26063
10494,EDTA FeNa2,Cenik Chemicals,,,26063
10495,EDTA ferric sodium salt,Chemical Point Italia s.r.l,Sodium Feredetate,15708-41-5,55523
10496,EDTA magnesium disodium salt hydrate,Chemical Point Italia s.r.l,Edta Magnesium Disodium Salt Hydrate,14402-88-1,55523
10497,EDTA-Magnesium Sol. 37 - 4.2 % MgO,S. Goldmann GmbH & Co. KG,Edta Magnesium Disodium Salt Hydrate,14402-88-1,61702
10498,EDTA-Na2Ca USP/FCC/EP / EDTA-Calciumdisodium,S. Goldmann GmbH & Co. KG,Sodium Calcium Edetate,62-33-9,61702
10499,EDTA-Na2 Dihydrate HP /EDTA-Disodium,S. Goldmann GmbH & Co. KG,2-[2-[Bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetic Acid,6381-92-6,61702
10500,EDTA-Na2 Dihydrat (Industrial Grade) / EDTA-Disodium,S. Goldmann GmbH & Co. KG,2-[2-[Bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetic Acid,6381-92-6,61702
10501,EDTA-Na2 USP/FCC/EP,S. Goldmann GmbH & Co. KG,2-[2-[Bis(carboxymethyl)amino]ethyl-(carboxymethyl)amino]acetic Acid,6381-92-6,61702
10502,EDTA-Na4 Tetrahydrate / EDTA Tetrasodium,S. Goldmann GmbH & Co. KG,Tetrasodium Edetate Tetrahydrate,13235-36-4,61702
10503,EDTA Nickel Disodium Salt - 13 % Ni,S. Goldmann GmbH & Co. KG,Nickel disodium ethylendiaminetetraacetate,15708-55-1,61702
10504,EDTA Nickel Salt,S. Goldmann GmbH & Co. KG,Diammonium EDTA,20824-56-0,61702
10505,EDTA Nickel Salt,S. Goldmann GmbH & Co. KG,Dihydrogen [(ethylenedinitrilo)tetraacetato]nickelate,25481-21-4,61702
10506,EDTA Nickel Salt,S. Goldmann GmbH & Co. KG,Nickel,7440-02-0,61702
10507,EDTA Nickel Salt,S. Goldmann GmbH & Co. KG,Nickel disodium ethylendiaminetetraacetate,15708-55-1,61702
10508,EDTA tetrasodium salt dihydrate,Chemical Point Italia s.r.l,"Acetic Acid, (ethylenedinitrilo)tetra-, Tetrasodium Salt, Dihydrate",10378-23-1,55523
10509,EDTA Tetrasodium Salt Dihydrate,Cenik Chemicals,"Acetic Acid, (ethylenedinitrilo)tetra-, Tetrasodium Salt, Dihydrate",10378-23-1,26063
10510,EDTA tripotassium salt,Chemical Point Italia s.r.l,Edta Tripotassium Salt,17572-97-3,55523
10511,"EDTA, trisodium salt",Chemical Point Italia s.r.l,Edta Trisodium Salt Dihydrate,150-38-9,55523
10512,"EEDQ (2-Ethoxy-1-ethoxycarbonyl-1,2-dihydroquinoline)",Chemical Point Italia s.r.l,"2-Ethoxy-1-Ethoxycarbonyl-1,2-Dihydroquinoline",16357-59-8,55523
10513,"(E,E)-Farnesol",Cenik Chemicals,"(2E,6E)-3,7,11-trimethyldodeca-2,6,10-trien-1-ol",106-28-5,26063
10514,Effersoda 12 (88 % Sodium Bicarbonate And 12% Sodium Carbonate),Cenik Chemicals,,,26063
10515,Eicosane,Cenik Chemicals,Icosane,112-95-8,26063
10516,Eicosenoic acid,Chemical Point Italia s.r.l,Eicosenoic Acid,26764-41-0,55523
10517,Eicosyltrichlorosilane,Chemical Point Italia s.r.l,n-Eicosyltrichlorosilane,18733-57-8,55523
10518,Eisen-2-Sulfatlösung (Iron Suphate Liquid),Bilgram Chemie GmbH,Iron Sulphate,7782-63-0,61442
10519,Eisen-3-Chlorid-Lsg.  (Iron Trichloride Liquid),Bilgram Chemie GmbH,Iron Trichloride,7705-08-0,61442
10520,Eisenhydroxid (Iron Hydrocide Oxide),Bilgram Chemie GmbH,Iron Hydroxide Oxide,20344-49-4,61442
10521,Eisen-II-Sulfat  (Iron Sulphate (II)),Bilgram Chemie GmbH,Iron Sulphate,7782-63-0,61442
10522,Eisenoxide,Ravago Chemicals Austria GmbH,Iron Oxide,1332-37-2,18682
10523,Elacridar,Chemical Point Italia s.r.l,Elacridar,143664-11-3,55523
10524,Elagolix,"Zhejiang ZETian Fine Chemicals Co.,Ltd","(R)-4-((2-(5-(2-fluoro-3-methoxyphenyl)-3-(2-fluoro-6-(trifluoromethyl)benzyl)-4-methyl-2,6-dioxo-2,3-dihydropyrimidin-1(6H)-yl)-1-phenylethyl)amino)butanoate",834153-87-6,17191
10525,Elagolix sodium,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Elagolix Sodium,832720-36-2,17191
10526,Electrical Calcined Anthracite,Cenik Chemicals,,,26063
10527,Electrical conductivity filler,Dominik Georg Luh Technografit GmbH,Graphite,7782-42-5,2903
10528,Electrode Paste,Cenik Chemicals,,,26063
10529,ELM® K7009 CACO3 - PE FILLER MASTERBATCH,ELM Kimya A.S.,Polyethylene (PE),9002-88-4,1414
10530,ELM® LDPE BLACK,ELM Kimya A.S.,Polyethylene (PE),9002-88-4,1414
10531,ELM® rHDPE 100,ELM Kimya A.S.,Polyethylene (PE),9002-88-4,1414
10532,ELM® rHDPE 80,ELM Kimya A.S.,Polyethylene (PE),9002-88-4,1414
10533,ELM® rHDPE 90,ELM Kimya A.S.,Polyethylene (PE),9002-88-4,1414
10534,ELM® rLDPE GREEN,ELM Kimya A.S.,Polyethylene (PE),9002-88-4,1414
10535,ELM® rLDPE NATURAL-1,ELM Kimya A.S.,Polyethylene (PE),9002-88-4,1414
10536,ELM® rLDPE NATURAL-2 (HONEY COLOR),ELM Kimya A.S.,Polyethylene (PE),9002-88-4,1414
10537,ELM® rPET MIX FLAKES,ELM Kimya A.S.,Poly(ethylene terephthalate) (PET),25038-59-9,1414
10538,ELM® rPET WHITE & BLUE MIX FLAKES,ELM Kimya A.S.,Poly(ethylene terephthalate) (PET),25038-59-9,1414
10539,ELM® rPET WHITE FLAKES,ELM Kimya A.S.,Poly(ethylene terephthalate) (PET),25038-59-9,1414
10540,ELM® rPP-1,ELM Kimya A.S.,Polypropylene (PP),9003-07-0,1414
10541,ELM® rPP-10,ELM Kimya A.S.,Polypropylene (PP),9003-07-0,1414
10542,ELM® rPP-15,ELM Kimya A.S.,Polypropylene (PP),9003-07-0,1414
10543,ELM® rPP-20,ELM Kimya A.S.,Polypropylene (PP),9003-07-0,1414
10544,ELM® rPP-5,ELM Kimya A.S.,Polypropylene (PP),9003-07-0,1414
10545,Eltrombopag olamine,"Zhejiang ZETian Fine Chemicals Co.,Ltd",Eltrombopag Olamine,496775-62-3,17191
10546,Emamectin benzoate,Chemical Point Italia s.r.l,Methylamino Abamectin Benzoate,155569-91-8,55523
10547,(E)-Methyl-3-iodoacrylate,INFINIUM PHARMACHEM LIMITED,(E)-Methyl 3-Iodoacrylate,6213-88-3,734
10548,(+)-Emetine dihydrochloride hydrate,Chemical Point Italia s.r.l,(+)-Emetine dihydrochloride hydrate,313222-95-6,55523
10549,Empagliflozin,"Zhejiang ZETian Fine Chemicals Co.,Ltd","(2S,3R,4R,5S,6R)-2-(4-chloro-3-(4-((S)-tetrahydrofuran-3-yloxy)benzyl)phenyl)-6-(hydroxymethyl)tetrahydro-2H-pyran-3,4,5-triol",864070-44-0,17191
10550,Emtricitabine,Chemical Point Italia s.r.l,Emtricitabine,143491-57-0,55523
10551,Emulgator E30-30,Bilgram Chemie GmbH,Sodium C9-22 Alkyl sec-Sulfonate,68188-18-1,61442
10552,Emulgator E30®-40,Vantage Leuna GmbH,Sodium C9-22 Alkyl sec-Sulfonate,68188-18-1,43240
10553,Emulgator E30®-40 / B,Vantage Leuna GmbH,Sodium C9-22 Alkyl sec-Sulfonate,68188-18-1,43240
10554,Emulgator E30® fest,Vantage Leuna GmbH,Sodium C9-22 Alkyl sec-Sulfonate,68188-18-1,43240
10555,Emulgator E30 Solid,Bilgram Chemie GmbH,Sodium C9-22 Alkyl sec-Sulfonate,68188-18-1,61442
10556,Emulsion defoamer for flat and semi-gloss aqueous coatings,MOLAR bvba,,,2530
10557,Emupol XS,RBH LTD,Ammonium Hydroxide Solution,1336-21-6,7479
10558,Emupol XS,RBH LTD,Benzisothiazolinone,2634-33-5,7479
10559,Emupol XS,RBH LTD,Mixture of Isothiazolinones (CMIT/MIT),55965-84-9,7479
10560,(E)-N-(2-Chloro-6-methylphenyl)-3-ethoxyacrylamide,"Zhejiang ZETian Fine Chemicals Co.,Ltd",(E)-N-(2-Chloro-6-Methylphenyl)-3-Ethoxyacrylamide,863127-76-8,17191
10561,endo-Bicyclo[3.1.0]hex-2-ene-6-carboxaldehyde,Chemical Point Italia s.r.l,"(1α,5α,6β)-bicyclo[3.1.0]hex-2-ene-6-carbaldehyde",4729-05-9,55523
